frame,posse,pct_a,pct_b
1042,none,91.0,9.0
1044,none,91.0,9.0
1046,none,91.0,9.0
1048,none,91.0,9.0
1050,none,91.0,9.0
1052,none,91.0,9.0
1054,none,91.0,9.0
1056,none,91.0,9.0
1058,none,91.0,9.0
1060,none,91.0,9.0
1062,none,91.0,9.0
1064,none,91.0,9.0
1066,none,91.0,9.0
1068,none,91.0,9.0
1070,none,91.0,9.0
1072,none,91.0,9.0
1074,none,91.0,9.0
1076,none,91.0,9.0
1078,none,91.0,9.0
1080,none,91.0,9.0
1082,none,91.0,9.0
1084,none,91.0,9.0
1086,none,91.0,9.0
1088,none,91.0,9.0
1090,none,91.0,9.0
1092,none,91.0,9.0
1094,none,91.0,9.0
1096,none,91.0,9.0
1098,none,91.0,9.0
1100,none,91.0,9.0
1102,none,91.0,9.0
1104,none,91.0,9.0
1106,none,91.0,9.0
1108,none,91.0,9.0
1110,none,91.0,9.0
1112,none,91.0,9.0
1114,none,91.0,9.0
1116,none,91.0,9.0
1118,none,91.0,9.0
1120,none,91.0,9.0
1122,none,91.0,9.0
1124,none,91.0,9.0
1126,none,91.0,9.0
1128,none,91.0,9.0
1130,none,91.0,9.0
1132,none,91.0,9.0
1134,none,91.0,9.0
1136,none,91.0,9.0
1138,A,91.1,8.9
1140,none,91.1,8.9
1142,none,91.1,8.9
1144,none,91.1,8.9
1146,none,91.1,8.9
1148,none,91.1,8.9
1150,none,91.1,8.9
1152,none,91.1,8.9
1154,none,91.1,8.9
1156,none,91.1,8.9
1158,none,91.1,8.9
1160,none,91.1,8.9
1162,none,91.1,8.9
1164,none,91.1,8.9
1166,none,91.1,8.9
1168,none,91.1,8.9
1170,B,90.0,10.0
1172,B,88.9,11.1
1174,none,88.9,11.1
1176,B,87.8,12.2
1178,B,86.7,13.3
1180,none,86.7,13.3
1182,none,86.7,13.3
1184,none,86.7,13.3
1186,B,85.7,14.3
1188,B,84.7,15.3
1190,none,84.7,15.3
1192,none,84.7,15.3
1194,none,84.7,15.3
1196,none,84.7,15.3
1198,B,83.7,16.3
1200,none,83.7,16.3
1202,B,82.8,17.2
1204,B,81.8,18.2
1206,none,81.8,18.2
1208,none,81.8,18.2
1210,none,81.8,18.2
1212,none,81.8,18.2
1214,none,81.8,18.2
1216,none,81.8,18.2
1218,none,81.8,18.2
1220,none,81.8,18.2
1222,none,81.8,18.2
1224,none,81.8,18.2
1226,A,82.0,18.0
1228,A,82.2,17.8
1230,B,81.3,18.7
1232,none,81.3,18.7
1234,none,81.3,18.7
1236,none,81.3,18.7
1238,none,81.3,18.7
1240,none,81.3,18.7
1242,none,81.3,18.7
1244,none,81.3,18.7
1246,none,81.3,18.7
1248,none,81.3,18.7
1250,none,81.3,18.7
1252,none,81.3,18.7
1254,none,81.3,18.7
1256,none,81.3,18.7
1258,none,81.3,18.7
1260,none,81.3,18.7
1262,none,81.3,18.7
1264,none,81.3,18.7
1266,none,81.3,18.7
1268,none,81.3,18.7
1270,B,80.4,19.6
1272,B,79.6,20.4
1274,A,79.8,20.2
1276,none,79.8,20.2
1278,none,79.8,20.2
1280,B,78.9,21.1
1282,A,79.2,20.8
1284,A,79.4,20.6
1286,A,79.6,20.4
1288,none,79.6,20.4
1290,A,79.8,20.2
1292,none,79.8,20.2
1294,none,79.8,20.2
1296,none,79.8,20.2
1298,A,80.0,20.0
1300,none,80.0,20.0
1302,none,80.0,20.0
1304,none,80.0,20.0
1306,none,80.0,20.0
1308,none,80.0,20.0
1310,none,80.0,20.0
1312,none,80.0,20.0
1314,none,80.0,20.0
1316,B,79.2,20.8
1318,none,79.2,20.8
1320,none,79.2,20.8
1322,none,79.2,20.8
1324,A,79.4,20.6
1326,A,79.6,20.4
1328,A,79.8,20.2
1330,none,79.8,20.2
1332,none,79.8,20.2
1334,none,79.8,20.2
1336,B,79.0,21.0
1338,none,79.0,21.0
1340,none,79.0,21.0
1342,B,78.3,21.7
1344,B,77.6,22.4
1346,B,76.9,23.1
1348,B,76.1,23.9
1350,none,76.1,23.9
1352,none,76.1,23.9
1354,B,75.5,24.5
1356,none,75.5,24.5
1358,none,75.5,24.5
1360,B,74.8,25.2
1362,none,74.8,25.2
1364,none,74.8,25.2
1366,B,74.1,25.9
1368,B,73.5,26.5
1370,B,72.8,27.2
1372,B,72.2,27.8
1374,B,71.6,28.4
1376,B,70.9,29.1
1378,none,70.9,29.1
1380,none,70.9,29.1
1382,none,70.9,29.1
1384,none,70.9,29.1
1386,none,70.9,29.1
1388,A,71.2,28.8
1390,none,71.2,28.8
1392,A,71.4,28.6
1394,B,70.8,29.2
1396,B,70.2,29.8
1398,none,70.2,29.8
1400,none,70.2,29.8
1402,none,70.2,29.8
1404,none,70.2,29.8
1406,B,69.7,30.3
1408,none,69.7,30.3
1410,none,69.7,30.3
1412,none,69.7,30.3
1414,none,69.7,30.3
1416,none,69.7,30.3
1418,none,69.7,30.3
1420,none,69.7,30.3
1422,none,69.7,30.3
1424,none,69.7,30.3
1426,none,69.7,30.3
1428,B,69.1,30.9
1430,B,68.5,31.5
1432,B,68.0,32.0
1434,A,68.3,31.7
1436,A,68.5,31.5
1438,B,68.0,32.0
1440,B,67.4,32.6
1442,B,66.9,33.1
1444,B,66.4,33.6
1446,none,66.4,33.6
1448,none,66.4,33.6
1450,none,66.4,33.6
1452,none,66.4,33.6
1454,none,66.4,33.6
1456,none,66.4,33.6
1458,none,66.4,33.6
1460,none,66.4,33.6
1462,none,66.4,33.6
1464,none,66.4,33.6
1466,none,66.4,33.6
1468,none,66.4,33.6
1470,A,66.7,33.3
1472,none,66.7,33.3
1474,none,66.7,33.3
1476,none,66.7,33.3
1478,none,66.7,33.3
1480,none,66.7,33.3
1482,none,66.7,33.3
1484,A,66.9,33.1
1486,none,66.9,33.1
1488,none,66.9,33.1
1490,none,66.9,33.1
1492,none,66.9,33.1
1494,none,66.9,33.1
1496,none,66.9,33.1
1498,none,66.9,33.1
1500,none,66.9,33.1
1502,none,66.9,33.1
1504,none,66.9,33.1
1506,none,66.9,33.1
1508,none,66.9,33.1
1510,none,66.9,33.1
1512,none,66.9,33.1
1514,none,66.9,33.1
1516,none,66.9,33.1
1518,none,66.9,33.1
1520,none,66.9,33.1
1522,A,67.2,32.8
1524,A,67.4,32.6
1526,A,67.6,32.4
1528,A,67.9,32.1
1530,A,68.1,31.9
1532,A,68.3,31.7
1534,A,68.6,31.4
1536,A,68.8,31.2
1538,none,68.8,31.2
1540,A,69.0,31.0
1542,A,69.2,30.8
1544,none,69.2,30.8
1546,none,69.2,30.8
1548,none,69.2,30.8
1550,none,69.2,30.8
1552,none,69.2,30.8
1554,none,69.2,30.8
1556,none,69.2,30.8
1558,none,69.2,30.8
1560,none,69.2,30.8
1562,none,69.2,30.8
1564,none,69.2,30.8
1566,none,69.2,30.8
1568,none,69.2,30.8
1570,none,69.2,30.8
1572,none,69.2,30.8
1574,none,69.2,30.8
1576,none,69.2,30.8
1578,none,69.2,30.8
1580,none,69.2,30.8
1582,none,69.2,30.8
1584,none,69.2,30.8
1586,none,69.2,30.8
1588,none,69.2,30.8
1590,none,69.2,30.8
1592,none,69.2,30.8
1594,none,69.2,30.8
1596,none,69.2,30.8
1598,none,69.2,30.8
1600,none,69.2,30.8
1602,none,69.2,30.8
1604,none,69.2,30.8
1606,none,69.2,30.8
1608,none,69.2,30.8
1610,none,69.2,30.8
1612,none,69.2,30.8
1614,none,69.2,30.8
1616,none,69.2,30.8
1618,none,69.2,30.8
1620,none,69.2,30.8
1622,none,69.2,30.8
1624,none,69.2,30.8
1626,none,69.2,30.8
1628,none,69.2,30.8
1630,none,69.2,30.8
1632,none,69.2,30.8
1634,none,69.2,30.8
1636,none,69.2,30.8
1638,none,69.2,30.8
1640,none,69.2,30.8
1642,none,69.2,30.8
1644,A,69.4,30.6
1646,A,69.7,30.3
1648,A,69.9,30.1
1650,A,70.1,29.9
1652,A,70.3,29.7
1654,A,70.5,29.5
1656,A,70.7,29.3
1658,A,70.9,29.1
1660,A,71.1,28.9
1662,A,71.2,28.8
1664,A,71.4,28.6
1666,none,71.4,28.6
1668,none,71.4,28.6
1670,none,71.4,28.6
1672,none,71.4,28.6
1674,none,71.4,28.6
1676,none,71.4,28.6
1678,none,71.4,28.6
1680,none,71.4,28.6
1682,none,71.4,28.6
1684,none,71.4,28.6
1686,none,71.4,28.6
1688,none,71.4,28.6
1690,none,71.4,28.6
1692,none,71.4,28.6
1694,none,71.4,28.6
1696,B,71.0,29.0
1698,B,70.5,29.5
1700,B,70.1,29.9
1702,none,70.1,29.9
1704,B,69.6,30.4
1706,B,69.2,30.8
1708,B,68.8,31.2
1710,B,68.3,31.7
1712,B,67.9,32.1
1714,B,67.5,32.5
1716,B,67.1,32.9
1718,B,66.7,33.3
1720,A,66.9,33.1
1722,A,67.1,32.9
1724,none,67.1,32.9
1726,none,67.1,32.9
1728,none,67.1,32.9
1730,none,67.1,32.9
1732,none,67.1,32.9
1734,none,67.1,32.9
1736,none,67.1,32.9
1738,none,67.1,32.9
1740,none,67.1,32.9
1742,none,67.1,32.9
1744,none,67.1,32.9
1746,none,67.1,32.9
1748,none,67.1,32.9
1750,none,67.1,32.9
1752,none,67.1,32.9
1754,none,67.1,32.9
1756,none,67.1,32.9
1758,none,67.1,32.9
1760,none,67.1,32.9
1762,none,67.1,32.9
1764,none,67.1,32.9
1766,none,67.1,32.9
1768,none,67.1,32.9
1770,none,67.1,32.9
1772,none,67.1,32.9
1774,none,67.1,32.9
1776,none,67.1,32.9
1778,none,67.1,32.9
1780,none,67.1,32.9
1782,none,67.1,32.9
1784,none,67.1,32.9
1786,none,67.1,32.9
1788,none,67.1,32.9
1790,none,67.1,32.9
1792,none,67.1,32.9
1794,none,67.1,32.9
1796,none,67.1,32.9
1798,none,67.1,32.9
1800,none,67.1,32.9
1802,none,67.1,32.9
1804,none,67.1,32.9
1806,none,67.1,32.9
1808,none,67.1,32.9
1810,none,67.1,32.9
1812,none,67.1,32.9
1814,none,67.1,32.9
1816,none,67.1,32.9
1818,none,67.1,32.9
1820,none,67.1,32.9
1822,none,67.1,32.9
1824,none,67.1,32.9
1826,none,67.1,32.9
1828,none,67.1,32.9
1830,none,67.1,32.9
1832,none,67.1,32.9
1834,none,67.1,32.9
1836,none,67.1,32.9
1838,none,67.1,32.9
1840,none,67.1,32.9
1842,none,67.1,32.9
1844,none,67.1,32.9
1846,none,67.1,32.9
1848,none,67.1,32.9
1850,none,67.1,32.9
1852,none,67.1,32.9
1854,none,67.1,32.9
1856,none,67.1,32.9
1858,none,67.1,32.9
1860,none,67.1,32.9
1862,none,67.1,32.9
1864,none,67.1,32.9
1866,none,67.1,32.9
1868,none,67.1,32.9
1870,none,67.1,32.9
1872,none,67.1,32.9
1874,none,67.1,32.9
1876,none,67.1,32.9
1878,none,67.1,32.9
1880,none,67.1,32.9
1882,none,67.1,32.9
1884,none,67.1,32.9
1886,none,67.1,32.9
1888,none,67.1,32.9
1890,none,67.1,32.9
1892,none,67.1,32.9
1894,none,67.1,32.9
1896,none,67.1,32.9
1898,none,67.1,32.9
1900,none,67.1,32.9
1902,none,67.1,32.9
1904,none,67.1,32.9
1906,none,67.1,32.9
1908,none,67.1,32.9
1910,none,67.1,32.9
1912,none,67.1,32.9
1914,none,67.1,32.9
1916,none,67.1,32.9
1918,none,67.1,32.9
1920,none,67.1,32.9
1922,none,67.1,32.9
1924,none,67.1,32.9
1926,none,67.1,32.9
1928,none,67.1,32.9
1930,none,67.1,32.9
1932,none,67.1,32.9
1934,none,67.1,32.9
1936,none,67.1,32.9
1938,none,67.1,32.9
1940,none,67.1,32.9
1942,none,67.1,32.9
1944,none,67.1,32.9
1946,none,67.1,32.9
1948,none,67.1,32.9
1950,none,67.1,32.9
1952,none,67.1,32.9
1954,none,67.1,32.9
1956,none,67.1,32.9
1958,none,67.1,32.9
1960,none,67.1,32.9
1962,none,67.1,32.9
1964,none,67.1,32.9
1966,none,67.1,32.9
1968,none,67.1,32.9
1970,none,67.1,32.9
1972,none,67.1,32.9
1974,none,67.1,32.9
1976,none,67.1,32.9
1978,none,67.1,32.9
1980,none,67.1,32.9
1982,none,67.1,32.9
1984,none,67.1,32.9
1986,none,67.1,32.9
1988,none,67.1,32.9
1990,none,67.1,32.9
1992,none,67.1,32.9
1994,none,67.1,32.9
1996,none,67.1,32.9
1998,none,67.1,32.9
2000,none,67.1,32.9
2002,none,67.1,32.9
2004,none,67.1,32.9
2006,none,67.1,32.9
2008,none,67.1,32.9
2010,none,67.1,32.9
2012,none,67.1,32.9
2014,none,67.1,32.9
2016,none,67.1,32.9
2018,none,67.1,32.9
2020,none,67.1,32.9
2022,none,67.1,32.9
2024,none,67.1,32.9
2026,none,67.1,32.9
2028,none,67.1,32.9
2030,none,67.1,32.9
2032,none,67.1,32.9
2034,none,67.1,32.9
2036,none,67.1,32.9
2038,none,67.1,32.9
2040,none,67.1,32.9
2042,none,67.1,32.9
2044,none,67.1,32.9
2046,none,67.1,32.9
2048,none,67.1,32.9
2050,none,67.1,32.9
2052,none,67.1,32.9
2054,none,67.1,32.9
2056,none,67.1,32.9
2058,none,67.1,32.9
2060,none,67.1,32.9
2062,none,67.1,32.9
2064,none,67.1,32.9
2066,none,67.1,32.9
2068,none,67.1,32.9
2070,none,67.1,32.9
2072,none,67.1,32.9
2074,none,67.1,32.9
2076,none,67.1,32.9
2078,none,67.1,32.9
2080,none,67.1,32.9
2082,none,67.1,32.9
2084,none,67.1,32.9
2086,none,67.1,32.9
2088,none,67.1,32.9
2090,none,67.1,32.9
2092,none,67.1,32.9
2094,none,67.1,32.9
2096,none,67.1,32.9
2098,none,67.1,32.9
2100,none,67.1,32.9
2102,none,67.1,32.9
2104,none,67.1,32.9
2106,none,67.1,32.9
2108,none,67.1,32.9
2110,none,67.1,32.9
2112,none,67.1,32.9
2114,none,67.1,32.9
2116,none,67.1,32.9
2118,none,67.1,32.9
2120,none,67.1,32.9
2122,none,67.1,32.9
2124,none,67.1,32.9
2126,none,67.1,32.9
2128,none,67.1,32.9
2130,none,67.1,32.9
2132,none,67.1,32.9
2134,none,67.1,32.9
2136,none,67.1,32.9
2138,none,67.1,32.9
2140,none,67.1,32.9
2142,none,67.1,32.9
2144,none,67.1,32.9
2146,none,67.1,32.9
2148,none,67.1,32.9
2150,none,67.1,32.9
2152,none,67.1,32.9
2154,none,67.1,32.9
2156,none,67.1,32.9
2158,none,67.1,32.9
2160,none,67.1,32.9
2162,none,67.1,32.9
2164,none,67.1,32.9
2166,none,67.1,32.9
2168,none,67.1,32.9
2170,none,67.1,32.9
2172,none,67.1,32.9
2174,none,67.1,32.9
2176,none,67.1,32.9
2178,none,67.1,32.9
2180,none,67.1,32.9
2182,none,67.1,32.9
2184,none,67.1,32.9
2186,none,67.1,32.9
2188,none,67.1,32.9
2190,none,67.1,32.9
2192,none,67.1,32.9
2194,none,67.1,32.9
2196,none,67.1,32.9
2198,none,67.1,32.9
2200,none,67.1,32.9
2202,none,67.1,32.9
2204,none,67.1,32.9
2206,none,67.1,32.9
2208,none,67.1,32.9
2210,none,67.1,32.9
2212,none,67.1,32.9
2214,none,67.1,32.9
2216,none,67.1,32.9
2218,none,67.1,32.9
2220,none,67.1,32.9
2222,none,67.1,32.9
